offer_id,offer_len,token,loc,pos,pos_left,pos_right,token_len,all_upper,n_tokens,
2468,96,",",4,fc,np00000,np00000,1,FALSE,26,
2468,96,GDL,6,np00000,fc,cc,3,TRUE,26,
2468,96,y,10,cc,np00000,np00000,1,FALSE,26,
2468,96,MTY,12,np00000,cc,sp000,3,TRUE,26,
2468,96,a,16,sp000,np00000,np00000,1,FALSE,26,
2468,96,Mérida,18,np00000,sp000,fg,6,FALSE,26,
2468,96,–,25,fg,np00000,zm,1,FALSE,26,
2468,96,$,27,zm,fg,w,1,FALSE,26,
2468,96,"1,818",28,w,zm,fp,5,FALSE,26,
2468,96,.,33,fp,w,faa,1,FALSE,26,
2468,96,¡,35,faa,fp,sp000,1,FALSE,26,
2468,96,Con,36,sp000,faa,z0,3,FALSE,26,
2468,96,6,40,z0,sp000,nc0p000,1,FALSE,26,
2468,96,noches,42,nc0p000,z0,sp000,6,FALSE,26,
2468,96,de,49,sp000,nc0p000,nc0s000,2,FALSE,26,
2468,96,hospedaje,52,nc0s000,sp000,fc,9,FALSE,26,
2468,96,",",4,fc,nc0s000,nc0p000,1,FALSE,26,
2468,96,desayunos,63,nc0p000,fc,cc,9,FALSE,26,
2468,96,y,10,cc,nc0p000,nc0s000,1,FALSE,26,
2468,96,vuelo,75,nc0s000,cc,sp000,5,FALSE,26,
2468,96,por,81,sp000,nc0s000,zm,3,FALSE,26,
2468,96,$,27,zm,sp000,dn0000,1,FALSE,26,
2468,96,"3,132",86,dn0000,zm,zm,5,FALSE,26,
2468,96,MXN,92,zm,dn0000,fat,3,TRUE,26,
2468,96,!,95,fat,zm,</p>,1,FALSE,26,
2469,84,CDMX,0,vmis000,<p>,sp000,4,TRUE,22,
2469,84,a,5,sp000,vmis000,np00000,1,FALSE,22,
2469,84,Rio,7,np00000,sp000,fg,3,FALSE,22,
2469,84,–,11,fg,np00000,zm,1,FALSE,22,
2469,84,$,13,zm,fg,z0,1,FALSE,22,
2469,84,"11,789",14,z0,zm,fp,6,FALSE,22,
2469,84,.,20,fp,z0,faa,1,FALSE,22,
2469,84,¡,22,faa,fp,sp000,1,FALSE,22,
2469,84,Con,23,sp000,faa,z0,3,FALSE,22,
2469,84,9,19,z0,sp000,nc0p000,1,FALSE,22,
2469,84,noches,29,nc0p000,z0,sp000,6,FALSE,22,
2469,84,de,36,sp000,nc0p000,nc0s000,2,FALSE,22,
2469,84,hospedaje,39,nc0s000,sp000,fc,9,FALSE,22,
2469,84,",",16,fc,nc0s000,nc0p000,1,FALSE,22,
2469,84,desayunos,50,nc0p000,fc,cc,9,FALSE,22,
2469,84,y,54,cc,nc0p000,nc0s000,1,FALSE,22,
2469,84,vuelo,62,nc0s000,cc,sp000,5,FALSE,22,
2469,84,por,68,sp000,nc0s000,zm,3,FALSE,22,
2469,84,$,13,zm,sp000,dn0000,1,FALSE,22,
2469,84,"16,465",73,dn0000,zm,pp000000,6,FALSE,22,
2469,84,MXN,80,pp000000,dn0000,fat,3,TRUE,22,
2469,84,!,83,fat,pp000000,</p>,1,FALSE,22,
2470,12,Ve,0,vmm0000,<p>,sp000,2,FALSE,4,
2470,12,con,3,sp000,vmm0000,pi000000,3,FALSE,4,
2470,12,todo,7,pi000000,sp000,fp,4,FALSE,4,
2470,12,.,11,fp,pi000000,</p>,1,FALSE,4,
2471,25,GDL,0,np00000,<p>,sp000,3,TRUE,7,
2471,25,a,4,sp000,np00000,np00000,1,FALSE,7,
2471,25,Costa,6,np00000,sp000,np00000,5,FALSE,7,
2471,25,Rica,12,np00000,np00000,fg,4,FALSE,7,
2471,25,–,17,fg,np00000,zm,1,FALSE,7,
2471,25,$,19,zm,fg,dn0000,1,FALSE,7,
2471,25,"3,499",20,dn0000,zm,</p>,5,FALSE,7,
2472,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2472,24,a,5,sp000,vmis000,np00000,1,FALSE,6,
2472,24,Palenque,7,np00000,sp000,fg,8,FALSE,6,
2472,24,–,16,fg,np00000,zm,1,FALSE,6,
2472,24,$,18,zm,fg,dn0000,1,FALSE,6,
2472,24,"2,293",19,dn0000,zm,</p>,5,FALSE,6,
2473,24,CUN,0,np00000,<p>,sp000,3,TRUE,7,
2473,24,a,4,sp000,np00000,da0000,1,FALSE,7,
2473,24,La,6,da0000,sp000,np00000,2,FALSE,7,
2473,24,Habana,9,np00000,da0000,fg,6,FALSE,7,
2473,24,–,16,fg,np00000,zm,1,FALSE,7,
2473,24,$,18,zm,fg,dn0000,1,FALSE,7,
2473,24,"2,499",19,dn0000,zm,</p>,5,FALSE,7,
2474,85,CDMX,0,vmis000,<p>,sp000,4,TRUE,20,
2474,85,a,5,sp000,vmis000,np00000,1,FALSE,20,
2474,85,Panamá,7,np00000,sp000,fg,6,FALSE,20,
2474,85,–,14,fg,np00000,faa,1,FALSE,20,
2474,85,¡,16,faa,fg,nc0s000,1,FALSE,20,
2474,85,Ejemplo,17,nc0s000,faa,sp000,7,FALSE,20,
2474,85,con,25,sp000,nc0s000,z0,3,FALSE,20,
2474,85,9,29,z0,sp000,nc0p000,1,FALSE,20,
2474,85,noches,31,nc0p000,z0,sp000,6,FALSE,20,
2474,85,de,38,sp000,nc0p000,nc0s000,2,FALSE,20,
2474,85,hospedaje,41,nc0s000,sp000,fc,9,FALSE,20,
2474,85,",",50,fc,nc0s000,nc0p000,1,FALSE,20,
2474,85,desayunos,52,nc0p000,fc,cc,9,FALSE,20,
2474,85,y,56,cc,nc0p000,nc0s000,1,FALSE,20,
2474,85,vuelo,64,nc0s000,cc,sp000,5,FALSE,20,
2474,85,por,70,sp000,nc0s000,zm,3,FALSE,20,
2474,85,$,74,zm,sp000,dn0000,1,FALSE,20,
2474,85,"8,114",75,dn0000,zm,zm,5,FALSE,20,
2474,85,MXN,81,zm,dn0000,fat,3,TRUE,20,
2474,85,!,84,fat,zm,</p>,1,FALSE,20,
2475,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2475,24,a,5,sp000,vmis000,np00000,1,FALSE,6,
2475,24,Medellín,7,np00000,sp000,fg,8,FALSE,6,
2475,24,–,16,fg,np00000,zm,1,FALSE,6,
2475,24,$,18,zm,fg,dn0000,1,FALSE,6,
2475,24,"5,190",19,dn0000,zm,</p>,5,FALSE,6,
2476,22,CUN,0,np00000,<p>,sp000,3,TRUE,6,
2476,22,a,4,sp000,np00000,np00000,1,FALSE,6,
2476,22,Toronto,6,np00000,sp000,fg,7,FALSE,6,
2476,22,–,14,fg,np00000,zm,1,FALSE,6,
2476,22,$,16,zm,fg,dn0000,1,FALSE,6,
2476,22,"4,900",17,dn0000,zm,</p>,5,FALSE,6,
2477,126,CDMX,0,vmis000,<p>,sp000,4,TRUE,30,
2477,126,a,5,sp000,vmis000,np00000,1,FALSE,30,
2477,126,Estambul,7,np00000,sp000,fg,8,FALSE,30,
2477,126,–,16,fg,np00000,zm,1,FALSE,30,
2477,126,$,18,zm,fg,dn0000,1,FALSE,30,
2477,126,"15,651",19,dn0000,zm,zm,6,FALSE,30,
2477,126,(,26,zm,dn0000,vmip000,1,FALSE,30,
2477,126,aplica,27,vmip000,zm,rg,6,FALSE,30,
2477,126,sólo,34,rg,vmip000,sp000,4,FALSE,30,
2477,126,para,39,sp000,rg,dn0000,4,FALSE,30,
2477,126,2,44,dn0000,sp000,nc0p000,1,FALSE,30,
2477,126,personas,46,nc0p000,dn0000,nc0s000,8,FALSE,30,
2477,126,),54,nc0s000,nc0p000,fp,1,FALSE,30,
2477,126,.,55,fp,nc0s000,faa,1,FALSE,30,
2477,126,¡,57,faa,fp,nc0s000,1,FALSE,30,
2477,126,Ejemplo,58,nc0s000,faa,sp000,7,FALSE,30,
2477,126,con,66,sp000,nc0s000,z0,3,FALSE,30,
2477,126,13,70,z0,sp000,nc0p000,2,FALSE,30,
2477,126,días,73,nc0p000,z0,sp000,4,FALSE,30,
2477,126,de,78,sp000,nc0p000,nc0s000,2,FALSE,30,
2477,126,hospedaje,81,nc0s000,sp000,fc,9,FALSE,30,
2477,126,",",21,fc,nc0s000,nc0s000,1,FALSE,30,
2477,126,vuelo,92,nc0s000,fc,cc,5,FALSE,30,
2477,126,y,98,cc,nc0s000,nc0p000,1,FALSE,30,
2477,126,desayunos,100,nc0p000,cc,sp000,9,FALSE,30,
2477,126,por,110,sp000,nc0p000,zm,3,FALSE,30,
2477,126,$,18,zm,sp000,dn0000,1,FALSE,30,
2477,126,"19,598",115,dn0000,zm,pp000000,6,FALSE,30,
2477,126,MXN,122,pp000000,dn0000,fat,3,TRUE,30,
2477,126,!,125,fat,pp000000,</p>,1,FALSE,30,
2478,19,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2478,19,a,5,sp000,vmis000,np00000,1,FALSE,6,
2478,19,CUN,7,np00000,sp000,fg,3,TRUE,6,
2478,19,–,11,fg,np00000,zm,1,FALSE,6,
2478,19,$,13,zm,fg,dn0000,1,FALSE,6,
2478,19,"1,999",14,dn0000,zm,</p>,5,FALSE,6,
2479,90,¡,0,faa,<p>,np00000,1,FALSE,23,
2479,90,CDMX,1,np00000,faa,sp000,4,TRUE,23,
2479,90,a,6,sp000,np00000,np00000,1,FALSE,23,
2479,90,Londres,8,np00000,sp000,fat,7,FALSE,23,
2479,90,!,15,fat,np00000,fg,1,FALSE,23,
2479,90,–,17,fg,fat,zm,1,FALSE,23,
2479,90,$,19,zm,fg,z0,1,FALSE,23,
2479,90,"13,917",20,z0,zm,faa,6,FALSE,23,
2479,90,¡,27,faa,z0,sp000,1,FALSE,23,
2479,90,Con,28,sp000,faa,z0,3,FALSE,23,
2479,90,14,32,z0,sp000,nc0p000,2,FALSE,23,
2479,90,noches,35,nc0p000,z0,sp000,6,FALSE,23,
2479,90,de,42,sp000,nc0p000,nc0s000,2,FALSE,23,
2479,90,hospedaje,45,nc0s000,sp000,fc,9,FALSE,23,
2479,90,",",22,fc,nc0s000,nc0p000,1,FALSE,23,
2479,90,desayunos,56,nc0p000,fc,cc,9,FALSE,23,
2479,90,y,60,cc,nc0p000,nc0s000,1,FALSE,23,
2479,90,vuelo,68,nc0s000,cc,sp000,5,FALSE,23,
2479,90,por,74,sp000,nc0s000,zm,3,FALSE,23,
2479,90,$,19,zm,sp000,dn0000,1,FALSE,23,
2479,90,"20,197",79,dn0000,zm,pp000000,6,FALSE,23,
2479,90,MXN,86,pp000000,dn0000,fat,3,TRUE,23,
2479,90,!,15,fat,pp000000,</p>,1,FALSE,23,
2480,109,CDMX,0,np00000,<p>,cc,4,TRUE,26,
2480,109,y,5,cc,np00000,rg,1,FALSE,26,
2480,109,más,7,rg,cc,nc0p000,3,FALSE,26,
2480,109,ciudades,11,nc0p000,rg,sp000,8,FALSE,26,
2480,109,a,15,sp000,nc0p000,np00000,1,FALSE,26,
2480,109,Madrid,22,np00000,sp000,fg,6,FALSE,26,
2480,109,–,29,fg,np00000,zm,1,FALSE,26,
2480,109,$,31,zm,fg,z0,1,FALSE,26,
2480,109,"15,176",32,z0,zm,fp,6,FALSE,26,
2480,109,.,38,fp,z0,faa,1,FALSE,26,
2480,109,¡,40,faa,fp,nc0s000,1,FALSE,26,
2480,109,Ejemplo,41,nc0s000,faa,sp000,7,FALSE,26,
2480,109,con,49,sp000,nc0s000,z0,3,FALSE,26,
2480,109,10,53,z0,sp000,nc0p000,2,FALSE,26,
2480,109,días,56,nc0p000,z0,sp000,4,FALSE,26,
2480,109,de,16,sp000,nc0p000,nc0s000,2,FALSE,26,
2480,109,hospedaje,64,nc0s000,sp000,fc,9,FALSE,26,
2480,109,",",34,fc,nc0s000,nc0p000,1,FALSE,26,
2480,109,desayunos,75,nc0p000,fc,cc,9,FALSE,26,
2480,109,y,5,cc,nc0p000,nc0s000,1,FALSE,26,
2480,109,vuelo,87,nc0s000,cc,sp000,5,FALSE,26,
2480,109,por,93,sp000,nc0s000,zm,3,FALSE,26,
2480,109,$,31,zm,sp000,dn0000,1,FALSE,26,
2480,109,"18,324",98,dn0000,zm,pp000000,6,FALSE,26,
2480,109,MXN,105,pp000000,dn0000,fat,3,TRUE,26,
2480,109,!,108,fat,pp000000,</p>,1,FALSE,26,
2481,106,CDMX,0,np00000,<p>,cc,4,TRUE,26,
2481,106,y,5,cc,np00000,di0000,1,FALSE,26,
2481,106,muchas,7,di0000,cc,nc0p000,6,FALSE,26,
2481,106,ciudades,14,nc0p000,di0000,rg,8,FALSE,26,
2481,106,más,23,rg,nc0p000,sp000,3,FALSE,26,
2481,106,a,11,sp000,rg,np00000,1,FALSE,26,
2481,106,Bogotá,29,np00000,sp000,fg,6,FALSE,26,
2481,106,–,36,fg,np00000,zm,1,FALSE,26,
2481,106,$,38,zm,fg,rg,1,FALSE,26,
2481,106,"4,486",39,rg,zm,fp,5,FALSE,26,
2481,106,.,44,fp,rg,faa,1,FALSE,26,
2481,106,¡,46,faa,fp,sp000,1,FALSE,26,
2481,106,Con,47,sp000,faa,z0,3,FALSE,26,
2481,106,8,42,z0,sp000,nc0p000,1,FALSE,26,
2481,106,noches,53,nc0p000,z0,sp000,6,FALSE,26,
2481,106,de,19,sp000,nc0p000,nc0s000,2,FALSE,26,
2481,106,hospedaje,63,nc0s000,sp000,fc,9,FALSE,26,
2481,106,",",40,fc,nc0s000,nc0s000,1,FALSE,26,
2481,106,desayuno,74,nc0s000,fc,cc,8,FALSE,26,
2481,106,y,5,cc,nc0s000,nc0s000,1,FALSE,26,
2481,106,vuelo,85,nc0s000,cc,sp000,5,FALSE,26,
2481,106,por,91,sp000,nc0s000,zm,3,FALSE,26,
2481,106,$,38,zm,sp000,dn0000,1,FALSE,26,
2481,106,"5,884",96,dn0000,zm,zm,5,FALSE,26,
2481,106,MXN,102,zm,dn0000,fat,3,TRUE,26,
2481,106,!,105,fat,zm,</p>,1,FALSE,26,
2482,85,CDMX,0,vmis000,<p>,sp000,4,TRUE,21,
2482,85,a,5,sp000,vmis000,np00000,1,FALSE,21,
2482,85,Tokio,7,np00000,sp000,fg,5,FALSE,21,
2482,85,–,13,fg,np00000,zm,1,FALSE,21,
2482,85,$,15,zm,fg,dn0000,1,FALSE,21,
2482,85,"9,804",16,dn0000,zm,faa,5,FALSE,21,
2482,85,¡,22,faa,dn0000,sp000,1,FALSE,21,
2482,85,Con,23,sp000,faa,z0,3,FALSE,21,
2482,85,13,27,z0,sp000,nc0p000,2,FALSE,21,
2482,85,noches,30,nc0p000,z0,sp000,6,FALSE,21,
2482,85,de,37,sp000,nc0p000,nc0s000,2,FALSE,21,
2482,85,hospedaje,40,nc0s000,sp000,fc,9,FALSE,21,
2482,85,",",17,fc,nc0s000,nc0s000,1,FALSE,21,
2482,85,vuelo,51,nc0s000,fc,cc,5,FALSE,21,
2482,85,y,57,cc,nc0s000,nc0p000,1,FALSE,21,
2482,85,desayunos,59,nc0p000,cc,sp000,9,FALSE,21,
2482,85,por,69,sp000,nc0p000,zm,3,FALSE,21,
2482,85,$,15,zm,sp000,dn0000,1,FALSE,21,
2482,85,"18,423",74,dn0000,zm,pp000000,6,FALSE,21,
2482,85,MXN,81,pp000000,dn0000,fat,3,TRUE,21,
2482,85,!,84,fat,pp000000,</p>,1,FALSE,21,
2483,108,GDL,0,np00000,<p>,cc,3,TRUE,27,
2483,108,y,4,cc,np00000,np00000,1,FALSE,27,
2483,108,CDMX,6,np00000,cc,sp000,4,TRUE,27,
2483,108,a,11,sp000,np00000,np00000,1,FALSE,27,
2483,108,Kuala,13,np00000,sp000,np00000,5,FALSE,27,
2483,108,Lumpur,19,np00000,np00000,fc,6,FALSE,27,
2483,108,",",25,fc,np00000,np00000,1,FALSE,27,
2483,108,Malasia,27,np00000,fc,fg,7,FALSE,27,
2483,108,–,35,fg,np00000,zm,1,FALSE,27,
2483,108,$,37,zm,fg,z0,1,FALSE,27,
2483,108,"14,176",38,z0,zm,fp,6,FALSE,27,
2483,108,.,44,fp,z0,faa,1,FALSE,27,
2483,108,¡,46,faa,fp,sp000,1,FALSE,27,
2483,108,Con,47,sp000,faa,z0,3,FALSE,27,
2483,108,14,38,z0,sp000,nc0p000,2,FALSE,27,
2483,108,noches,54,nc0p000,z0,sp000,6,FALSE,27,
2483,108,de,61,sp000,nc0p000,nc0s000,2,FALSE,27,
2483,108,hospedaje,64,nc0s000,sp000,fc,9,FALSE,27,
2483,108,",",25,fc,nc0s000,nc0s000,1,FALSE,27,
2483,108,vuelo,75,nc0s000,fc,cc,5,FALSE,27,
2483,108,y,4,cc,nc0s000,nc0s000,1,FALSE,27,
2483,108,desayuno,83,nc0s000,cc,sp000,8,FALSE,27,
2483,108,por,92,sp000,nc0s000,zm,3,FALSE,27,
2483,108,$,37,zm,sp000,dn0000,1,FALSE,27,
2483,108,"17,874",97,dn0000,zm,pp000000,6,FALSE,27,
2483,108,MXN,104,pp000000,dn0000,fat,3,TRUE,27,
2483,108,!,107,fat,pp000000,</p>,1,FALSE,27,
2484,108,CDMX,0,np00000,<p>,cc,4,TRUE,25,
2484,108,y,5,cc,np00000,di0000,1,FALSE,25,
2484,108,muchas,7,di0000,cc,nc0p000,6,FALSE,25,
2484,108,ciudades,14,nc0p000,di0000,sp000,8,FALSE,25,
2484,108,a,11,sp000,nc0p000,np00000,1,FALSE,25,
2484,108,Amsterdam,25,np00000,sp000,fg,9,FALSE,25,
2484,108,–,35,fg,np00000,zm,1,FALSE,25,
2484,108,$,37,zm,fg,z0,1,FALSE,25,
2484,108,"13,983",38,z0,zm,fp,6,FALSE,25,
2484,108,.,44,fp,z0,faa,1,FALSE,25,
2484,108,¡,46,faa,fp,sp000,1,FALSE,25,
2484,108,Con,47,sp000,faa,z0,3,FALSE,25,
2484,108,12,51,z0,sp000,nc0p000,2,FALSE,25,
2484,108,noches,54,nc0p000,z0,sp000,6,FALSE,25,
2484,108,de,19,sp000,nc0p000,nc0s000,2,FALSE,25,
2484,108,hospedaje,64,nc0s000,sp000,fc,9,FALSE,25,
2484,108,",",40,fc,nc0s000,nc0s000,1,FALSE,25,
2484,108,desayuno,75,nc0s000,fc,cc,8,FALSE,25,
2484,108,y,5,cc,nc0s000,nc0s000,1,FALSE,25,
2484,108,vuelo,86,nc0s000,cc,sp000,5,FALSE,25,
2484,108,por,92,sp000,nc0s000,zm,3,FALSE,25,
2484,108,$,37,zm,sp000,dn0000,1,FALSE,25,
2484,108,"19,944",97,dn0000,zm,pp000000,6,FALSE,25,
2484,108,MXN,104,pp000000,dn0000,fat,3,TRUE,25,
2484,108,!,107,fat,pp000000,</p>,1,FALSE,25,
2485,26,¡,0,faa,<p>,np00000,1,FALSE,8,
2485,26,CDMX,1,np00000,faa,sp000,4,TRUE,8,
2485,26,a,6,sp000,np00000,np00000,1,FALSE,8,
2485,26,Chetumal,8,np00000,sp000,fat,8,FALSE,8,
2485,26,!,16,fat,np00000,fg,1,FALSE,8,
2485,26,–,18,fg,fat,zm,1,FALSE,8,
2485,26,$,20,zm,fg,dn0000,1,FALSE,8,
2485,26,"1,462",21,dn0000,zm,</p>,5,FALSE,8,
2486,90,CDMX,0,np00000,<p>,fc,4,TRUE,24,
2486,90,",",4,fc,np00000,np00000,1,FALSE,24,
2486,90,GDL,6,np00000,fc,cc,3,TRUE,24,
2486,90,y,10,cc,np00000,np00000,1,FALSE,24,
2486,90,CUN,12,np00000,cc,sp000,3,TRUE,24,
2486,90,a,16,sp000,np00000,np00000,1,FALSE,24,
2486,90,Shanghai,18,np00000,sp000,fg,8,FALSE,24,
2486,90,–,27,fg,np00000,zm,1,FALSE,24,
2486,90,$,29,zm,fg,z0,1,FALSE,24,
2486,90,"14,735",30,z0,zm,fp,6,FALSE,24,
2486,90,.,36,fp,z0,faa,1,FALSE,24,
2486,90,¡,38,faa,fp,sp000,1,FALSE,24,
2486,90,Con,39,sp000,faa,z0,3,FALSE,24,
2486,90,14,30,z0,sp000,nc0p000,2,FALSE,24,
2486,90,noches,46,nc0p000,z0,sp000,6,FALSE,24,
2486,90,de,53,sp000,nc0p000,nc0s000,2,FALSE,24,
2486,90,hospedaje,56,nc0s000,sp000,cc,9,FALSE,24,
2486,90,y,10,cc,nc0s000,nc0s000,1,FALSE,24,
2486,90,vuelo,68,nc0s000,cc,sp000,5,FALSE,24,
2486,90,por,74,sp000,nc0s000,zm,3,FALSE,24,
2486,90,$,29,zm,sp000,z0,1,FALSE,24,
2486,90,"18,016",79,z0,zm,pp000000,6,FALSE,24,
2486,90,MXN,86,pp000000,z0,fat,3,TRUE,24,
2486,90,!,89,fat,pp000000,</p>,1,FALSE,24,
2487,86,CDMX,0,np00000,<p>,cc,4,TRUE,22,
2487,86,y,5,cc,np00000,np00000,1,FALSE,22,
2487,86,GDL,7,np00000,cc,sp000,3,TRUE,22,
2487,86,a,11,sp000,np00000,np00000,1,FALSE,22,
2487,86,Busan,13,np00000,sp000,fc,5,FALSE,22,
2487,86,",",18,fc,np00000,np00000,1,FALSE,22,
2487,86,Corea,20,np00000,fc,fp,5,FALSE,22,
2487,86,.,25,fp,np00000,faa,1,FALSE,22,
2487,86,¡,27,faa,fp,np00000,1,FALSE,22,
2487,86,Opción,28,np00000,faa,sp000,6,FALSE,22,
2487,86,con,35,sp000,np00000,z0,3,FALSE,22,
2487,86,10,39,z0,sp000,nc0p000,2,FALSE,22,
2487,86,noches,42,nc0p000,z0,sp000,6,FALSE,22,
2487,86,de,49,sp000,nc0p000,nc0s000,2,FALSE,22,
2487,86,hospedaje,52,nc0s000,sp000,cc,9,FALSE,22,
2487,86,y,5,cc,nc0s000,nc0s000,1,FALSE,22,
2487,86,vuelo,64,nc0s000,cc,sp000,5,FALSE,22,
2487,86,por,70,sp000,nc0s000,zm,3,FALSE,22,
2487,86,$,74,zm,sp000,dn0000,1,FALSE,22,
2487,86,"15,945",75,dn0000,zm,pp000000,6,FALSE,22,
2487,86,MXN,82,pp000000,dn0000,fat,3,TRUE,22,
2487,86,!,85,fat,pp000000,</p>,1,FALSE,22,
2488,73,CDMX,0,vmis000,<p>,sp000,4,TRUE,18,
2488,73,a,5,sp000,vmis000,np00000,1,FALSE,18,
2488,73,Moscú,7,np00000,sp000,fp,5,FALSE,18,
2488,73,.,12,fp,np00000,faa,1,FALSE,18,
2488,73,¡,14,faa,fp,np00000,1,FALSE,18,
2488,73,Opción,15,np00000,faa,sp000,6,FALSE,18,
2488,73,con,22,sp000,np00000,z0,3,FALSE,18,
2488,73,14,26,z0,sp000,nc0p000,2,FALSE,18,
2488,73,noches,29,nc0p000,z0,sp000,6,FALSE,18,
2488,73,de,36,sp000,nc0p000,nc0s000,2,FALSE,18,
2488,73,hospedaje,39,nc0s000,sp000,cc,9,FALSE,18,
2488,73,y,49,cc,nc0s000,nc0s000,1,FALSE,18,
2488,73,vuelo,51,nc0s000,cc,sp000,5,FALSE,18,
2488,73,por,57,sp000,nc0s000,zm,3,FALSE,18,
2488,73,$,61,zm,sp000,dn0000,1,FALSE,18,
2488,73,"19,610",62,dn0000,zm,pp000000,6,FALSE,18,
2488,73,MXN,69,pp000000,dn0000,fat,3,TRUE,18,
2488,73,!,72,fat,pp000000,</p>,1,FALSE,18,
2489,23,L,0,np00000,<p>,fp,1,TRUE,9,
2489,23,.,1,fp,np00000,np00000,1,FALSE,9,
2489,23,A,2,np00000,fp,fc,1,TRUE,9,
2489,23,.,1,fc,np00000,sp000,1,FALSE,9,
2489,23,a,5,sp000,fc,np00000,1,FALSE,9,
2489,23,Noruega,7,np00000,sp000,fg,7,FALSE,9,
2489,23,–,15,fg,np00000,zm,1,FALSE,9,
2489,23,$,17,zm,fg,dn0000,1,FALSE,9,
2489,23,"6,900",18,dn0000,zm,</p>,5,FALSE,9,
2490,22,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2490,22,a,5,sp000,vmis000,np00000,1,FALSE,6,
2490,22,Cancún,7,np00000,sp000,fg,6,FALSE,6,
2490,22,–,14,fg,np00000,zm,1,FALSE,6,
2490,22,$,16,zm,fg,dn0000,1,FALSE,6,
2490,22,"1,999",17,dn0000,zm,</p>,5,FALSE,6,
2491,76,En,0,sp000,<p>,nc0p000,2,FALSE,13,
2491,76,experiencias,3,nc0p000,sp000,fc,12,FALSE,13,
2491,76,",",15,fc,nc0p000,nc0p000,1,FALSE,13,
2491,76,momentos,17,nc0p000,fc,fc,8,FALSE,13,
2491,76,",",15,fc,nc0p000,nc0p000,1,FALSE,13,
2491,76,recuerdos,27,nc0p000,fc,fc,9,FALSE,13,
2491,76,",",15,fc,nc0p000,nc0p000,1,FALSE,13,
2491,76,amistades,38,nc0p000,fc,fc,9,FALSE,13,
2491,76,",",15,fc,nc0p000,nc0s000,1,FALSE,13,
2491,76,tolerancia,49,nc0s000,fc,cc,10,FALSE,13,
2491,76,y,60,cc,nc0s000,nc0s000,1,FALSE,13,
2491,76,entendimiento,62,nc0s000,cc,fp,13,FALSE,13,
2491,76,.,75,fp,nc0s000,</p>,1,FALSE,13,
2492,72,CUN,0,np00000,<p>,sp000,3,TRUE,18,
2492,72,a,4,sp000,np00000,np00000,1,FALSE,18,
2492,72,Toronto,6,np00000,sp000,fg,7,FALSE,18,
2492,72,–,14,fg,np00000,zm,1,FALSE,18,
2492,72,$,16,zm,fg,z0,1,FALSE,18,
2492,72,"5,199",17,z0,zm,fp,5,FALSE,18,
2492,72,.,22,fp,z0,faa,1,FALSE,18,
2492,72,¡,24,faa,fp,np00000,1,FALSE,18,
2492,72,Hospedaje,25,np00000,faa,sp000,9,FALSE,18,
2492,72,desde,35,sp000,np00000,nc0p000,5,FALSE,18,
2492,72,$,16,nc0p000,sp000,z0,1,FALSE,18,
2492,72,444,42,z0,nc0p000,np00000,3,FALSE,18,
2492,72,MXN,46,np00000,z0,da0000,3,TRUE,18,
2492,72,la,50,da0000,np00000,nc0s000,2,FALSE,18,
2492,72,noche,53,nc0s000,da0000,sp000,5,FALSE,18,
2492,72,con,59,sp000,nc0s000,nc0s000,3,FALSE,18,
2492,72,desayuno,63,nc0s000,sp000,fat,8,FALSE,18,
2492,72,!,71,fat,nc0s000,</p>,1,FALSE,18,
2493,24,CDMX,0,vmis000,<p>,sp000,4,TRUE,6,
2493,24,a,5,sp000,vmis000,np00000,1,FALSE,6,
2493,24,Huatulco,7,np00000,sp000,fg,8,FALSE,6,
2493,24,–,16,fg,np00000,zm,1,FALSE,6,
2493,24,$,18,zm,fg,dn0000,1,FALSE,6,
2493,24,"1,299",19,dn0000,zm,</p>,5,FALSE,6,
2494,33,MTY,0,np00000,<p>,fc,3,TRUE,10,
2494,33,",",3,fc,np00000,np00000,1,FALSE,10,
2494,33,GDL,5,np00000,fc,fc,3,TRUE,10,
2494,33,",",3,fc,np00000,np00000,1,FALSE,10,
2494,33,CDMX,10,np00000,fc,sp000,4,TRUE,10,
2494,33,a,15,sp000,np00000,np00000,1,FALSE,10,
2494,33,Yucatán,17,np00000,sp000,fg,7,FALSE,10,
2494,33,–,25,fg,np00000,zm,1,FALSE,10,
2494,33,$,27,zm,fg,dn0000,1,FALSE,10,
2494,33,"1,439",28,dn0000,zm,</p>,5,FALSE,10,
2495,66,CDMX,0,vmis000,<p>,sp000,4,TRUE,17,
2495,66,a,5,sp000,vmis000,da0000,1,FALSE,17,
2495,66,La,7,da0000,sp000,np00000,2,FALSE,17,
2495,66,Habana,10,np00000,da0000,fp,6,FALSE,17,
2495,66,.,16,fp,np00000,faa,1,FALSE,17,
2495,66,¡,18,faa,fp,sp000,1,FALSE,17,
2495,66,Con,19,sp000,faa,z0,3,FALSE,17,
2495,66,9,23,z0,sp000,nc0p000,1,FALSE,17,
2495,66,noches,25,nc0p000,z0,sp000,6,FALSE,17,
2495,66,de,32,sp000,nc0p000,nc0s000,2,FALSE,17,
2495,66,hospedaje,35,nc0s000,sp000,sp000,9,FALSE,17,
